userId,title,movieId,rating
59014,Pulp Fiction,110912,9
59014,Raging Bull,81398,9
59014,The Matrix Revolutions,242653,3
60169,Hitler - Eine Karriere,191182,6
60169,Srpski film,1273235,9
60169,Vivarium,8368406,5
60169,We Were Soldiers,277434,1
60169,Wounds,5913798,7
278527, Monk:,312172,6
278527,The Thing on the Doorstep,2193450,6
556667,Harry Potter and the Deathly Hallows: Part 1,926084,7
556667,Harry Potter and the Half-Blood Prince,417741,8
556667,How to Murder Your Wife,58212,4
556667,The 10th Kingdom,207275,7
556667,The Wizard of Oz,32138,9
1515595,Pulp Fiction,110912,10
1839938,Spenser Confidential,8629748,1
2373030,30 Days of Night: Dark Days,1320304,5
2373030,6 Underground,8106534,8
2373030,Alita: Battle Angel,437086,8
2373030,Assassination,92585,5
2373030,Band of the Hand,90693,5
2373030,Burn After Reading,887883,8
2373030,Dragged Across Concrete,6491178,8
2373030,Escape to Athena,79117,7
2373030,I Don't Feel at Home in This World Anymore.,5710514,8
2373030,Jack Ryan,5057054,10
2373030,Jason and the Argonauts,57197,8
2373030,Lonesome Dove,96639,10
2373030,Love and Bullets,79488,4
2373030,Mr. & Mrs. Smith,356910,8
2373030,Rooster Cogburn,73636,7
2373030,Shutter Island,1130884,5
2373030,Skyline,1564585,6
2373030,Spenser Confidential,8629748,8
2373030,The Da Vinci Code,382625,5
2373030,The General's Daughter,144214,6
2373030,The Heroes of Telemark,59263,8
2373030,The Outsider,2198241,7
2373030,The Pledge,237572,6
2373030,To Live and Die in L.A.,90180,8
2488512,1917,8579674,7
2488512, Dracula:,9139220,3
2488512, The Walking Dead:,1520211,7
2488512, The Witcher:,5180504,5
2488512, Vikings:,2306299,7
2488512,A Rainy Day in New York,7139936,6
2488512,Bloodshot,1634106,5
2488512,Chernobyl,7366338,9
2488512,Code 8,6259380,5
2488512,Countdown,10039344,6
2488512,Doctor Sleep,5606664,7
2488512,Freaks,8781414,6
2488512,Gisaengchung,6751668,7
2488512,Knives Out,8946378,7
2488512,Once Upon a Time... in Hollywood,7131622,5
2488512,Primal,7394816,3
2488512,Spenser Confidential,8629748,7
2488512,Terminator: Dark Fate,6450804,6
2488512,The Addams Family,1620981,6
2488512,The Invisible Man,1051906,5
2488512,The Lighthouse,7984734,7
2488512,The Outfit,71960,7
2614660,A Beautiful Day in the Neighborhood,3224458,9
2614660,Angel on My Shoulder,38300,6
2614660,Honey Boy,8151874,4
2614660,Knives Out,8946378,4
2696560,The Girl Next Door,265208,10
2696560,The Passion of the Christ,335345,10
3092424,The Passion of the Christ,335345,10
3146136,Abigail,7025388,5
3146136,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,7713068,7
3146136,Bombshell,6394270,8
3146136,Charlie's Angels,5033998,4
3146136,Color Out of Space,5073642,8
3146136,Contagion,1598778,9
3146136,Dark Light,9135260,6
3146136,Free Enterprise,141105,8
3146136,Fukkatsu no hi,80768,8
3146136,Gamgi,2351310,7
3146136,Gemini Man,1025100,7
3146136,Gisaengchung,6751668,8
3146136,It Chapter Two,7349950,8
3146136,Snatchers,10009030,7
3146136,Sonic the Hedgehog,3794354,8
3146136,Spenser Confidential,8629748,7
3146136,Star Wars: Episode IX - The Rise of Skywalker,2527338,5
3146136,Starcrash,79946,3
3146136,Superman: Red Son,10985510,7
3146136,Terminator: Dark Fate,6450804,8
3146136,The Adventures of Buckaroo Banzai Across the 8th Dimension,86856,5
3146136,The Final Level: Escaping Rancala,11334312,3
3146136,The Report,8236336,8
3146136,Virus,8941440,8
3146136,Zombieland: Double Tap,1560220,6
3527997,Bad Boys for Life,1502397,4
3527997,Black Panther,1825683,9
3527997,Chocolat,94868,1
3527997,Contagion,1598778,7
3527997,Joker,7286456,8
3527997,Killshot,443559,7
3527997,Person of Interest,1839578,5
3527997,SM-rechter,1289432,8
3527997,The Man Who Would Be King,73341,3
4465293,Die Another Day,246460,6
4465293,Fighting with My Family,6513120,8
4465293,GoldenEye,113189,6
4465293,The World Is Not Enough,143145,8
4465293,Tomorrow Never Dies,120347,7
5876717,7500,6436726,7
5876717,Ajeossi,1527788,9
5876717,Biyeolhan geori,821442,9
5876717,Black Moon Rising,90735,7
5876717,Chang-gwol,6927152,7
5876717,Diecisiete,8988748,8
5876717,Earthquake Bird,8178486,7
5876717,El hoyo,8228288,9
5876717,Ford v Ferrari,1950186,10
5876717,Headshot,5147214,7
5876717,High Ground,9286908,9
5876717,Killer Inside: The Mind of Aaron Hernandez,11475228,8
5876717,La grande classe,10715194,6
5876717,Life of the Party,5619332,7
5876717,Locke & Key,3007572,7
5876717,Mai wei,1606384,10
5876717,Missing Link,6348138,7
5876717,Modo Avião,10731748,5
5876717,Motherless Brooklyn,385887,9
5876717,Onward,7146812,9
5876717,Si c'était de l'amour,11018424,7
5876717,Siberia,4687856,9
5876717,The Coldest Game,6445414,6
5876717,The Laundromat,5865326,7
5876717,Uncut Gems,5727208,9
6136051,Anthropocene: The Human Epoch,8399690,8
6136051,Auf der anderen Seite,880502,9
6136051,Besa,1272006,8
6136051,Cactus Flower,64117,8
6136051,Cirkus Columbia,1417067,8
6136051,Contagion,1598778,7
6136051,Dalida,5039860,8
6136051,I Feel Pretty,6791096,6
6136051,Joker,7286456,9
6136051,Koja je ovo drzava!,8246980,8
6136051,L'insulte,7048622,9
6136051,Life of Pi,454876,9
6136051,McQueen,6510332,9
6136051,Mei to Koneko basu,803038,9
6136051,Mouchette,61996,8
6136051,Pope Francis: A Man of His Word,6915100,8
6136051,Posoki,6467968,8
6136051,Red Army,3264102,9
6136051,Sesame Street: Alphabet Songs,3685838,9
6136051,Still Life,2395417,9
6136051,The Bucket List,825232,8
6136051,The Call of the Wild,7504726,8
6136051,The Guard,1540133,9
6136051,The Petrified Forest,28096,9
6136051,U raljama zivota,88312,8
6387867,Agents of S.H.I.E.L.D.,2364582,9
6387867,Arrested Development,367279,9
6387867,Arrow,2193021,9
6387867,Billions,4270492,9
6387867,Black Mirror,2085059,9
6387867,Black Sails,2375692,9
6387867,Chappelle's Show,353049,10
6387867,Chernobyl,7366338,10
6387867,Daredevil,3322312,10
6387867,Deadwood,348914,9
6387867,Entourage,387199,10
6387867,Game of Thrones,944947,10
6387867,Luther,1474684,9
6387867,Monk,312172,9
6387867,Outlander,3006802,9
6387867,Peaky Blinders,2442560,10
6387867,Ray Donovan,2249007,9
6387867,Reno 911!,370194,9
6387867,Shameless,1586680,9
6387867,Smallville,279600,10
6387867,Taboo,3647998,9
6387867,The Flash,3107288,9
6387867,The Sopranos,141842,10
6387867,The Umbrella Academy,1312171,9
6387867,The Witcher,5180504,9
8432554,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,7713068,7
8432554,Counterpart,4643084,6
8432554,Magnum P.I.,7942796,4
8432554,"Roswell, New Mexico",7588054,4
8432554,Spenser Confidential,8629748,4
8432554,Star Trek: Discovery,5171438,2
8432554,The Invisible Man,1051906,6
8432554,The John Larroquette Show,106039,10
8432554,Tomb Raider,1365519,6
8432554,What We Left Behind: Looking Back at Deep Space Nine,6332276,9
8530810,6 Underground,8106534,7
8530810,Avenue 5,10234362,7
8530810,Snowpiercer,1706620,9
8530810,The Terminal,362227,8
10398346,Ant-Man,478970,6
10398346,Big Hero 6,2245084,7
10398346,Birdman or (The Unexpected Virtue of Ignorance),2562232,9
10398346,Boyhood,1065073,7
10398346,Citizenfour,4044364,9
10398346,Cobain: Montage of Heck,4229236,8
10398346,Frank,1605717,8
10398346,Gwoemul,468492,8
10398346,Inherent Vice,1791528,7
10398346,Inside Out,2096673,9
10398346,Interstellar,816692,8
10398346,Lucy,2872732,7
10398346,Mad Max: Fury Road,1392190,9
10398346,Nightcrawler,2872718,8
10398346,Selma,1020072,8
10398346,Side by Side,2014338,8
10398346,Snowpiercer,1706620,8
10398346,Still Alice,3316960,9
10398346,The Hobbit: The Battle of the Five Armies,2310332,7
10398346,The Imitation Game,2084970,8
10398346,The Interview,2788710,7
10398346,The One I Love,2756032,8
10398346,The Theory of Everything,2980516,7
10398346,Tusk,3099498,8
10398346,Whiplash,2582802,8
15777810,5 Flights Up,2933544,7
15777810,All the Bright Places,3907584,7
15777810,American Ninja 2: The Confrontation,92548,10
15777810,Anaconda,118615,5
15777810,Avengers: Endgame,4154796,10
15777810,Batman & Robin,118688,7
15777810,Dark Angel,99817,7
15777810,Dolemite Is My Name,8526872,10
15777810,Doom: Annihilation,8328716,4
15777810,Entrapment,137494,7
15777810,Gemini Man,1025100,6
15777810,Halloween: Resurrection,220506,4
15777810,Halloween: The Curse of Michael Myers,113253,10
15777810,Hex,6143782,6
15777810,Jason X,211443,10
15777810,NBA 2000: Stars for the New Millennium,10264544,10
15777810,Real Men,93828,10
15777810,Spenser Confidential,8629748,7
15777810,The Client,109446,10
15777810,The Grudge,3612126,5
15777810,The Irishman,1302006,10
15777810,The New Kids,89679,7
15777810,The Purge,6110648,10
15777810,The Wolf Hour,5342950,10
15777810,Trespass,105636,10
15794099,Amélie,211915,9
15794099,Requiem for a Dream,180093,9
15794099,Ying xiong,299977,9
15794099,Züri Zoo,10587942,9
19335079,Bloodline,8883524,2
19335079,Guns Akimbo,6902676,5
19335079,The Host,8316568,5
19335079,Vivarium,8368406,3
19335079,We Summon the Darkness,8058874,2
19374615,Spenser Confidential,8629748,8
20206060,FernGully: The Last Rainforest,104254,7
20206060,Justin Bieber: Never Say Never,1702443,1
20206060,Schitt's Creek,3526078,1
20206060,The Being Frank Show,1821229,1
20206060,Til Debt Do U$ Part,981254,8
20221599,Australia,455824,7
20221599,District 9,1136608,8
20221599,Living Universe,5226346,9
20221599,Occupation,6774786,8
20221599,The Hurt Locker,887912,2
20221599,"Tomorrow, When the War Began",1456941,9
20767592,Baywatch,1469304,1
20767592,Ben-Hur,2638144,1
20767592,Cold Pursuit,5719748,3
20767592,Contagion,1598778,8
20767592,Diana,1758595,1
20767592,Frasier,106004,10
20767592,Hidden Figures,4846340,8
20767592,Hitsville: The Making of Motown,6733446,3
20767592,Johnny English,274166,7
20767592,Johnny English Strikes Again,6921996,4
20767592,Law & Order: Special Victims Unit,203259,1
20767592,Man on a Ledge,1568338,7
20767592,Mayflower: The Pilgrims' Adventure,79539,7
20767592,Mission: Impossible - Fallout,4912910,1
20767592,Murder on the Orient Express,3402236,1
20767592,Silence,490215,2
20767592,Skin,964586,10
20767592,Some People,56509,7
20767592,Stan & Ollie,3385524,10
20767592,That'll Be the Day,70788,3
20767592,The Bank Job,200465,8
20767592,The Bounty,86993,10
20767592,The Personal History of David Copperfield,6439020,1
20767592,Victoria & Abdul,5816682,10
20767592,Whitney,5740866,9
20889743,1917,8579674,10
20889743,AJ and the Queen,8404094,2
20889743,Gisaengchung,6751668,10
20889743,Hatchback,5982922,2
20889743,The Lighthouse,7984734,9
22612557,Chashme Buddoor,82162,10
22612557,Contagion,1598778,9
22612557,Gol Maal,79221,8
22612557,Jaane Bhi Do Yaaro,85743,10
22612557,Justice League,974015,1
22612557,Open Grave,2071550,10
22612557,Paranormal Activity,1179904,9
22612557,Pet Sematary,837563,2
22612557,Pushpaka Vimana,251355,10
22612557,Sholay,73707,9
22612557,Standoff,756582,3
22612557,Tezaab,96252,7
22612557,The Equalizer 2,3766354,6
22612557,The Game Changers,7455754,10
22612557,The Most Dangerous Animal of All,4079926,7
22612557,The Mothman Prophecies,265349,9
22612557,The Movies,10468676,4
23081489,Damnation,6106704,10
23081489,Peaky Blinders,2442560,10
23081489,Spenser Confidential,8629748,4
23081489,This Is Not Happening,3528306,10
23081489,What's Your F@#King Deal?!,5174090,10
23081489,Zombieland: Double Tap,1560220,2
23259707,Contagion,1598778,8
23525380,Halloween II,1311067,7
23525380,Harry Potter and the Deathly Hallows: Part 1,926084,9
23525380,The Roommate,1265990,5
23525380,The Social Network,1285016,10
23749646,After Midnight,8358220,7
23749646,Blood on Her Name,10085338,7
23749646,Blow the Man Down,8299768,7
23749646,Camp Cold Brook,5829032,4
23749646,Clifton Hill,5919756,6
23749646,Color Out of Space,5073642,8
23749646,El hoyo,8228288,8
23749646,Escape from Pretoria,5797184,7
23749646,Guns Akimbo,6902676,7
23749646,Hatsukoi,10228168,8
23749646,Horse Girl,11388406,7
23749646,Human Capital,9185066,6
23749646,Impossible Monsters,4328094,5
23749646,Spenser Confidential,8629748,6
23749646,Swallow,8372298,7
23749646,Sweet Virginia,2582498,6
23749646,The Gentlemen,8367814,9
23749646,The Hunt,8244784,7
23749646,The Invisible Man,1051906,8
23749646,The Last Thing He Wanted,7456312,5
23749646,True History of the Kelly Gang,4844140,7
23749646,Uncle John,3219194,7
23749646,Underwater,5774060,6
23749646,Verotika,9425078,2
23749646,VFW,9894470,7
24136632,Avatar,499549,6
24136632,Contagion,1598778,8
24136632,Scott Pilgrim vs. the World,446029,10
24136632,The Social Network,1285016,10
24136632,Transformers: Revenge of the Fallen,1055369,4
24136632,Warrior,1291584,9
24136632,X: First Class,1270798,8
24207576,1917,8579674,10
24207576,Emma.,9214832,8
24207576,Little Women,3281548,5
24207576,Richard Jewell,3513548,9
24207576,The Art of Racing in the Rain,1478839,10
24960733,The Roommate,1265990,2
25240398,A Million Ways to Die in the West,2557490,2
25240398,Contagion,1598778,8
25240398,Extremely Loud & Incredibly Close,477302,8
25240398,Lost in Space,120738,6
25240398,Noah,1959490,1
25240398,Only God Forgives,1602613,1
25240398,Solo: A Star Wars Story,3778644,8
25240398,The Interview,2788710,2
25240398,The November Man,2402157,9
25240398,The Watch,1298649,1
25240398,The Way Way Back,1727388,9
25240398,Wolf Hall,3556920,9
25240398,Zodiac: Signs of the Apocalypse,3102206,1
25945032,Hunter Killer,1846589,8
25945032,Liar,6021284,2
25945032,Spenser Confidential,8629748,7
25945032,Valor,6503244,1
27566963,Canal Street,6183104,4
27566963,Captive State,5968394,8
27566963,Disenchantment,5363918,2
27566963,Once Upon a Time... in Hollywood,7131622,4
27566963,Ready Player One,1677720,8
27566963,Spenser Confidential,8629748,4
27566963,The Outsiders,86066,8
27566963,Who Is America?,8679236,9
28088377,12 Years a Slave,2024544,10
28088377,All Is Lost,2017038,10
28088377,Dredd,1343727,8
28088377,Elysium,1535108,8
28088377,Gravity,1454468,10
28088377,Messiah,7671598,9
28088377,Serbuan Maut,1899353,9
28088377,Take This Waltz,1592281,9
28088377,The Artist,1655442,10
28088377,The Dark Knight Rises,1345836,8
28088377,The Sessions,1866249,10
28088377,The Sweeney,857190,8
28088377,Yi jiu si er,2113822,10
30837647,1917,8579674,10
30837647,Motherless Brooklyn,385887,9
30837647,Zero: An Investigation Into 9/11,1297858,10
31328960, Modern Family:,1442437,10
31328960,A Modern Farewell,12038628,10
31328960,The Honeymoon Killers,64437,7
31328960,Westworld,475784,4
31328960,You're Bacon Me Crazy,11348950,5
32512011,22-nenme no kokuhaku: Watashi ga satsujinhan desu,5882982,1
32512011,Black Money,11238048,7
32512011,Danger Close: The Battle of Long Tan,441881,9
32512011,Dead End,308152,1
32512011,Dead on Arrival,5903088,5
32512011,Deo ge-im,1310501,4
32512011,Detour,4372390,6
32512011,Dredd,1343727,7
32512011,Earthquake Bird,8178486,5
32512011,El Topo,67866,7
32512011,Escape,2147277,1
32512011,Escape Room,5886046,4
32512011,Exfiltrés,6100286,6
32512011,Eyes of Laura Mars,77530,6
32512011,I See You,6079516,7
32512011,Marlina si pembunuh dalam empat babak,5923026,7
32512011,Marrowbone,5886440,2
32512011,Mother!,5109784,1
32512011,NH10,3742284,7
32512011,Quien a hierro mata,7967412,6
32512011,The Drop,1600196,7
32512011,The Gift,4178092,6
32512011,The Hummingbird Project,6866224,6
32512011,The Informer,1833116,6
32512011,The Killing of a Sacred Deer,5715874,1
34649256,Rocketman,2066051,7
34721777,Contagion,1598778,10
38182114,1917,8579674,10
42431280,6 Underground,8106534,8
42431280,68 Whiskey,8680948,8
42431280,Briarpatch,8289758,8
42431280,Crash Pad,4557956,8
42431280,Daybreak,8755226,7
42431280,For All Mankind,7772588,9
42431280,Klaus,4729430,9
42431280,Motherless Brooklyn,385887,8
42431280,Mythic Quest: Raven's Banquet,8879940,9
42431280,Ray Donovan,2249007,7
42431280,See,7949218,3
42431280,Spenser Confidential,8629748,6
42431280,Taboo,3647998,7
42431280,The Goldfinch,3864056,6
42431280,The Leftovers,2699128,9
42431280,The Mick,5638056,8
42431280,The Morning Show,7203552,7
42431280,The Only Living Boy in New York,460890,10
42431280,The Witcher,5180504,7
44168314,Selling Sunset,9817298,9
44168314,Spenser Confidential,8629748,9
44168314,Vis a vis,4524056,10
44168314,What If,2639268,10
44168314,Wu Assassins,8652642,7
45136891,Snowpiercer,1706620,5
46751959,100 Humans,11823088,1
46751959,Gypsy,5503718,8
46751959,Spenser Confidential,8629748,4
47423880,Spenser Confidential,8629748,8
47423880,Stargate SG-1:,118480,4
52701148," Love, Death & Robots:",9561862,10
52701148, The Frankenstein Chronicles:,4206804,9
52701148, The Rookie:,7587890,10
52701148,Joker,7286456,10
52701148,Spenser Confidential,8629748,8
54765495,Spenser Confidential,8629748,4
56618759,Once Upon a Time... in Hollywood,7131622,6
57120108,1917,8579674,7
57120108, Fear the Walking Dead:,3743822,1
57120108, Game of Thrones:,944947,10
57120108, The Mandalorian:,8111088,10
57120108, The Walking Dead:,1520211,3
57120108,Contagion,1598778,8
57120108,Crazy Rich Asians,3104988,2
57120108,Star Wars: Episode IX - The Rise of Skywalker,2527338,10
57120108,The Mandalorian,8111088,10
57120108,The Titan,4986098,1
57120108,Tin Star,4607112,6
60031202,Joker,7286456,10
60031202,Star Wars: Episode IX - The Rise of Skywalker,2527338,5
60031202,The Passion of the Christ,335345,10
61368657,Arrival,2543164,3
61368657,"Blood, Sand and Gold",3616934,2
61368657,Boyka: Undisputed IV,3344680,3
61368657,Escape Plan 2: Hades,6513656,1
61368657,Iron Fist,3322310,6
61368657,Shooter,4181172,5
61368657,Spenser Confidential,8629748,8
61368657,T-34,8820590,8
61368657,The Mourning,2503768,2
61368657,Top Coat Cash,4488840,1
61368657,We Die Young,7903530,4
61896684,Snowpiercer,1706620,8
62408278,Contagion,1598778,10
64517490,Spenser Confidential,8629748,8
64803376,Contagion,1598778,8
64803376,The Man in the High Castle,1740299,9
64803376,Timeless,5511582,8
64803376,Tuntematon sotilas,4065552,8
65887065,Arctic,6820256,9
65887065,Busanhaeng,5700672,10
65887065,Contagion,1598778,9
65887065,Eagle Eye,1059786,10
65887065,Eli,5294518,7
65887065,Far from the Madding Crowd,2935476,10
65887065,Lion,3741834,10
65887065,Mustang,3966404,10
65887065,Noelle,5097410,10
65887065,Pride & Prejudice,414387,10
65887065,Shut In,2582500,7
65887065,Submerged,3236976,5
65887065,The Perfect Date,8201170,6
65887065,The Song of Names,1657517,10
65887065,Togo,5116302,10
65887065,Twinsters,2980626,10
65887065,Wonder,2543472,10
69150619,Joker,7286456,9
69150619,Once Upon a Time... in Hollywood,7131622,7
70530475,Bloodshot,1634106,3
70530475,Human Capital,9185066,6
70530475,Portrait de la jeune fille en feu,8613070,8
70530475,Vivarium,8368406,8
71255002,Escape from Pretoria,5797184,10
71255002,Ghost,9378950,1
71255002,The Body,8130904,1
71255002,The Final Wish,9109306,3
71255002,Vivarium,8368406,1
71797794,Contagion,1598778,8
72177365,3rd Rock from the Sun,115082,9
72177365,B-Movie: Lust & Sound in West-Berlin 1979-1989,4291066,7
72177365,Barely Lethal,1731701,6
72177365,Beforeigners,8332130,9
72177365,Charlie's Angels,5033998,7
72177365,Contagion,1598778,8
72177365,Death at a Funeral,1321509,2
72177365,Devs,8134186,8
72177365,Gisaengchung,6751668,8
72177365,I Am Not Okay with This,9446688,7
72177365,Kingsman: The Golden Circle,4649466,6
72177365,Kraftidioten,2675914,9
72177365,Medical Police,9850952,2
72177365,Mindhunter,5290382,8
72177365,Once Upon a Time... in Hollywood,7131622,9
72177365,Spenser Confidential,8629748,7
72177365,Spy,3079380,4
72177365,Terminator: Dark Fate,6450804,6
72177365,The Boys,1190634,8
72177365,The Goop Lab,11561206,1
72177365,The Interpreter,373926,8
72177365,The Loudest Voice,6821044,8
72177365,The Necessary Death of Charlie Countryman,1196948,7
72243999,Contagion,1598778,9
72243999,Sons of the Caliphate,10202268,2
77839460,Bloodshot,1634106,1
81298076,Spenser Confidential,8629748,6
82270579,Paranormal Activity: The Ghost Dimension,2473510,1
82270579,The Mummy,2345759,7
82270579,The Passion of the Christ,335345,10
83434961,Green Book,6966692,8
83434961,La dolce vita,53779,10
83434961,Separate Tables,52182,9
83434961,The Little Foxes,33836,10
85086946,A.P. Bio,6461726,7
85086946,Vivarium,8368406,2
86220066,Chernobyl,7366338,10
86220066,Dolemite Is My Name,8526872,9
86220066,Love Is Blind,11704040,3
86220066,Once Upon a Time... in Hollywood,7131622,10
86220066,The English Game,8403664,7
86565652, Game of Thrones:,944947,1
86565652,Contagion,1598778,10
86565652,Shazam!,448115,10
87850731,Eksiteu,10648440,7
87850731,Gam-si-ja-deul,2969656,8
87850731,Kkeut-kka-ji-gan-da,3697626,9
87850731,La Casa de Papel,6468322,10
87850731,Sum-bakk-og-jil,3155654,7
89069211,21 Bridges,8688634,6
89069211,Ad Astra,2935510,3
89069211,Another Life,8369840,1
89069211,Castle Rock,6548228,3
89069211,Deadwood,4943998,3
89069211,Game of Thrones,944947,3
89069211,I Kill Giants,4547194,3
89069211,Messiah,7671598,8
89069211,Nighthawks,6801218,2
89069211,Riot,4642044,2
89069211,Rootwood,8976608,2
89069211,Solomon Kane,970452,9
89069211,Spenser Confidential,8629748,9
89069211,Star Trek: Picard,8806524,5
89069211,The Head Hunter,6469548,7
89069211,The Last Black Man in San Francisco,4353250,3
89069211,The Salvation,2720680,3
89069211,The Witcher,5180504,9
89069211,Watchmen,7049682,1
89069211,Wonder Woman,451279,5
89494061,Boy,1560139,8
89494061,Deadpool,1431045,8
89494061,Death Sentence,804461,6
89494061,Drive,780504,7
89494061,El Camino: A Breaking Bad Movie,9243946,6
89494061,Gisaengchung,6751668,9
89494061,Green Book,6966692,9
89494061,Grindhouse,462322,8
89494061,Interstellar,816692,8
89494061,Jojo Rabbit,2584384,9
89494061,Joker,7286456,10
89494061,Klaus,4729430,8
89494061,Kung Fury,3472226,10
89494061,Nocturnal Animals,4550098,10
89494061,Safety Not Guaranteed,1862079,9
89494061,Salinui chueok,353969,8
89494061,Silicon Valley,2575988,7
89494061,The Fifth Element,119116,7
89494061,The Fountainhead,41386,9
89494061,The Green Inferno,2403021,7
89494061,The Passion of the Christ,335345,9
89494061,The Road,898367,5
89494061,Thor: Ragnarok,3501632,7
89494061,Yesterday,8079248,8
89876793,Once Upon a Time... in Hollywood,7131622,10
89876793,The Goldfinch,3864056,10
92139946,Doctor Sleep,5606664,10
92139946,Ford v Ferrari,1950186,10
92139946,Frozen II,4520988,2
92139946,Midway,6924650,4
92139946,Terminator: Dark Fate,6450804,9
106003654,1917,8579674,7
106003654,A Fall from Grace,11390036,5
106003654,Abominable,6324278,8
106003654,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,7713068,6
106003654,Bloodshot,1634106,4
106003654,Doctor Sleep,5606664,8
106003654,Dolittle,6673612,7
106003654,Emma.,9214832,7
106003654,Fantasy Island,983946,3
106003654,Guns Akimbo,6902676,5
106003654,Joker,7286456,5
106003654,Just Mercy,4916630,9
106003654,My Spy,8242084,6
106003654,Sonic the Hedgehog,3794354,7
106003654,Spenser Confidential,8629748,7
106003654,Star Wars: Episode IX - The Rise of Skywalker,2527338,8
106003654,Terminator: Dark Fate,6450804,5
106003654,The Call of the Wild,7504726,8
106003654,The Gentleman,1156394,8
106003654,The Gentlemen,8367814,8
106003654,The Invisible Man,1051906,8
106003654,The Rhythm Section,7134096,4
106003654,The Way Back,8544498,7
106003654,Trolls World Tour,6587640,6
110212703,A View to a Kill,90264,3
110212703,Alone in the Dark,369226,2
110212703,Brazil,88846,10
110212703,Casino Royale,381061,8
110212703,Die Another Day,246460,3
110212703,Downhill,17825,7
110212703,Fear and Loathing in Las Vegas,120669,7
110212703,For Your Eyes Only,82398,6
110212703,GoldenEye,113189,10
110212703,Licence to Kill,97742,7
110212703,Octopussy,86034,8
110212703,Quantum of Solace,830515,5
110212703,Rampage,1337057,3
110212703,Skyfall,1074638,10
110212703,Spectre,2379713,7
110212703,The Adventures of Baron Munchausen,96764,7
110212703,The Brothers Grimm,355295,5
110212703,The Fisher King,101889,8
110212703,The Imaginarium of Doctor Parnassus,1054606,7
110212703,The Living Daylights,93428,6
110212703,The World Is Not Enough,143145,3
110212703,The Zero Theorem,2333804,4
110212703,Time Bandits,81633,7
110212703,Tomorrow Never Dies,120347,5
110212703,Twelve Monkeys,114746,10
110930863,Bloodshot,1634106,6
110930863,Brahms: The Boy II,9173418,6
110930863,El hoyo,8228288,6
110930863,The Hunt,8244784,9
110930863,The Invisible Man,1051906,9
112121914,1917,8579674,10
112121914,Joker,7286456,10
112121914,The Mandalorian,8111088,10
114199150,A Quiet Place,6644200,7
114199150,American Factory,9351980,8
114199150,Bird Box,2737304,7
114199150,Busanhaeng,5700672,8
114199150,Logan Lucky,5439796,3
114199150,Skyscraper,5758778,5
114199150,Spenser Confidential,8629748,4
114199150,The Last Thing He Wanted,7456312,3
114199150,The Ruling Class,69198,9
114199150,Wine Country,8169446,4
114763438,Spenser Confidential,8629748,10